2.329	142.398
2.331	146.026
2.333	149.822
2.335	153.78
2.337	157.891
2.339	162.15
2.341	166.546
2.343	171.071
2.345	175.714
2.347	180.466
2.349	185.314
2.351	190.247
2.353	195.253
2.355	200.317
2.357	205.428
2.359	210.569
2.361	215.727
2.363	220.886
2.365	226.03
2.367	231.144
2.369	236.211
2.371	241.215
2.373	246.138
2.375	250.964
2.377	255.675
2.379	260.254
2.381	264.684
2.383	268.948
2.385	273.03
2.387	276.911
2.389	280.576
2.391	284.009
2.393	287.194
2.395	290.116
2.397	292.76
2.399	295.113
2.401	297.161
2.403	298.892
2.405	300.294
2.407	301.356
2.409	302.069
2.411	302.423
2.413	302.412
2.415	302.027
2.417	301.265
2.419	300.12
2.421	298.589
2.423	296.672
2.425	294.366
2.427	291.674
2.429	288.598
2.431	285.141
2.433	281.308
2.435	277.106
2.437	272.542
2.439	267.627
2.441	262.369
2.443	256.782
2.445	250.879
2.447	244.674
2.449	238.183
2.451	231.423
2.453	224.412
2.455	217.17
2.457	209.715
2.459	202.071
2.461	194.259
2.463	186.301
2.465	178.222
2.467	170.046
2.469	161.797
2.471	153.501
2.473	145.184
2.475	136.871
2.477	128.59
2.479	120.365
2.481	112.224
2.483	104.192
2.485	96.295
2.487	88.5591
2.489	81.0091
2.491	73.6696
2.493	66.5646
2.495	59.7172
2.497	53.15
2.499	46.8845
2.501	40.9412
2.503	35.3394
2.505	30.0976
2.507	25.2328
2.509	20.7607
2.511	16.6957
2.513	13.0509
2.515	9.83773
2.517	7.06625
2.519	4.74489
2.521	2.88052
2.523	1.4784
2.525	0.542169
2.527	0.0738164
2.529	0.0736985
2.531	0.540529
2.533	1.47139
2.535	2.86176
2.537	4.70553
2.539	6.99501
2.541	9.72103
2.543	12.8729
2.545	16.4385
2.547	20.4045
2.549	24.7559
2.551	29.4768
2.553	34.55
2.555	39.9571
2.557	45.6788
2.559	51.6947
2.561	57.9837
2.563	64.5239
2.565	71.2925
2.567	78.2665
2.569	85.4219
2.571	92.7347
2.573	100.18
2.575	107.734
2.577	115.372
2.579	123.067
2.581	130.797
2.583	138.536
2.585	146.26
2.587	153.944
2.589	161.566
2.591	169.102
2.593	176.53
2.595	183.827
2.597	190.973
2.599	197.948
2.601	204.732
2.603	211.306
2.605	217.654
2.607	223.758
2.609	229.603
2.611	235.175
2.613	240.46
2.615	245.447
2.617	250.124
2.619	254.482
2.621	258.513
2.623	262.209
2.625	265.565
2.627	268.575
2.629	271.235
2.631	273.545
2.633	275.502
2.635	277.106
2.637	278.359
2.639	279.264
2.641	279.822
2.643	280.04
2.645	279.922
2.647	279.474
2.649	278.705
2.651	277.622
2.653	276.235
2.655	274.553
2.657	272.587
2.659	270.347
2.661	267.847
2.663	265.097
2.665	262.112
2.667	258.904
2.669	255.487
