2.671	251.874
2.673	248.081
2.675	244.122
2.677	240.011
2.679	235.762
2.681	231.392
2.683	226.914
2.685	222.343
2.687	217.694
2.689	212.981
2.691	208.22
2.693	203.422
2.695	198.604
2.697	193.777
2.699	188.956
2.701	184.153
2.703	179.38
2.705	174.65
2.707	169.973
2.709	165.361
2.711	160.824
2.713	156.372
2.715	152.014
2.717	147.76
2.719	143.617
2.721	139.594
2.723	135.697
2.725	131.932
2.727	128.307
2.328	140.649
2.33	144.191
2.332	147.904
2.334	151.781
2.336	155.817
2.338	160.003
2.34	164.331
2.342	168.793
2.344	173.378
2.346	178.077
2.348	182.878
2.35	187.771
2.352	192.742
2.354	197.779
2.356	202.868
2.358	207.995
2.36	213.147
2.362	218.307
2.364	223.461
2.366	228.592
2.368	233.685
2.37	238.722
2.372	243.688
2.374	248.564
2.376	253.335
2.378	257.982
2.38	262.489
2.382	266.838
2.384	271.013
2.386	274.996
2.388	278.771
2.39	282.323
2.392	285.633
2.394	288.689
2.396	291.474
2.398	293.974
2.4	296.176
2.402	298.067
2.404	299.635
2.406	300.868
2.408	301.757
2.41	302.291
2.412	302.464
2.414	302.266
2.416	301.694
2.418	300.74
2.42	299.403
2.422	297.679
2.424	295.567
2.426	293.069
2.428	290.184
2.43	286.917
2.432	283.271
2.434	279.252
2.436	274.869
2.438	270.128
2.44	265.04
2.442	259.616
2.444	253.87
2.446	247.814
2.448	241.463
2.45	234.836
2.452	227.948
2.454	220.819
2.456	213.468
2.458	205.916
2.46	198.185
2.462	190.297
2.464	182.275
2.466	174.144
2.468	165.929
2.47	157.653
2.472	149.344
2.474	141.026
2.476	132.725
2.478	124.469
2.48	116.282
2.482	108.192
2.484	100.225
2.486	92.4054
2.488	84.7593
2.49	77.3115
2.492	70.0863
2.494	63.1073
2.496	56.3973
2.498	49.9783
2.5	43.8713
2.502	38.0964
2.504	32.6724
2.506	27.617
2.508	22.9467
2.51	18.6764
2.512	14.82
2.514	11.3897
2.516	8.39622
2.518	5.84884
2.52	3.75521
2.522	2.12141
2.524	0.951886
2.526	0.249447
2.528	0.0152702
2.53	0.24889
2.532	0.948203
2.534	2.10949
2.536	3.72742
2.538	5.79509
2.54	8.30409
2.542	11.2445
2.544	14.6048
2.546	18.3724
2.548	22.533
2.55	27.0713
2.552	31.9705
2.554	37.213
2.556	42.7799
2.558	48.6513
2.56	54.8064
2.562	61.2238
2.564	67.8811
2.566	74.7553
2.568	81.823
2.57	89.0601
2.572	96.4425
2.574	103.945
2.576	111.544
2.578	119.214
2.58	126.93
2.582	134.667
2.584	142.401
2.586	150.108
2.588	157.764
2.59	165.346
2.592	172.831
2.594	180.196
2.596	187.42
2.598	194.483
2.6	201.365
2.602	208.046
2.604	214.51
2.606	220.737
2.608	226.714
2.61	232.424
2.612	237.854
2.614	242.991
2.616	247.825
2.618	252.344
2.62	256.539
2.622	260.404
2.624	263.93
2.626	267.113
2.628	269.949
2.63	272.434
2.632	274.567
2.634	276.348
2.636	277.777
2.638	278.855
2.64	279.586
2.642	279.973
2.644	280.022
2.646	279.739
2.648	279.13
2.65	278.203
2.652	276.966
2.654	275.43
2.656	273.605
2.658	271.5
2.66	269.129
2.662	266.502
2.664	263.633
2.666	260.535
2.668	257.221
2.67	253.704
2.672	250
2.674	246.122
2.676	242.084
2.678	237.903
2.68	233.591
2.682	229.165
2.684	224.639
2.686	220.027
2.688	215.345
2.69	210.606
2.692	205.825
2.694	201.015
2.696	196.191
2.698	191.365
2.7	186.552
2.702	181.762
2.704	177.009
2.706	172.304
2.708	167.658
2.71	163.082
2.712	158.586
2.714	154.181
2.716	149.874
2.718	145.674
2.72	141.59
2.722	137.629
2.724	133.798
2.726	130.102
2.728	126.548
