2011.73	0.0377692
2011.83	0.0363846
2011.91	0.0353846
2012.01	0.0343077
2012.11	0.0335385
2012.21	0.0329231
2012.3	0.0323077
2012.39	0.0319231
2012.53	0.0313846
2012.72	0.0308462
2012.85	0.0304615
2012.97	0.0302308
2013.07	0.03
2013.18	0.0298462
2013.29	0.0296154
2013.51	0.0292308
2013.68	0.0289231
2013.83	0.0286923
2014	0.0284615
2014.14	0.0283077
2014.29	0.0280769
2014.45	0.0279231
2014.62	0.0277692
2014.76	0.0276923
2014.91	0.0275385
2015.09	0.0273846
2015.27	0.0273077
2015.5	0.0271538
2015.66	0.027
2015.84	0.0269231
2016	0.0267692
2016.19	0.0266154
2016.38	0.0266154
2016.54	0.0265385
2016.73	0.0265385
2016.91	0.0263846
2016.99	0.0263846
