0.6902	0.0137083
0.727081	0.0134167
0.769231	0.0130833
0.81138	0.0127917
0.874605	0.0124167
0.937829	0.0120417
0.985248	0.0117917
1.02213	0.011625
1.05901	0.0114583
1.09589	0.0112917
1.14331	0.011125
1.20126	0.0109167
1.25395	0.0107083
1.30137	0.0105833
1.34352	0.0104583
1.40148	0.01025
1.47524	0.0100417
1.52266	0.00991667
1.57007	0.00983333
1.62803	0.00966667
1.69652	0.00958333
1.74394	0.0095
1.78082	0.00941667
1.82824	0.00929167
1.88093	0.00920833
1.94415	0.009125
2.00211	0.00904167
2.05479	0.00895833
2.09168	0.008875
2.16544	0.00875
2.2392	0.00870833
2.30769	0.008625
2.36565	0.00854167
2.42887	0.00845833
2.48683	0.00841667
2.55532	0.00829167
2.61855	0.00820833
2.68704	0.00820833
2.74499	0.008125
2.79768	0.00808333
2.86091	0.008
2.91886	0.00795833
3.00843	0.00791667
3.08219	0.00783333
3.15068	0.00779167
3.21391	0.00770833
3.28767	0.00766667
3.3667	0.007625
3.44046	0.00758333
3.50896	0.00758333
3.57745	0.0075
3.64067	0.00745833
3.71444	0.00741667
3.77766	0.007375
3.85142	0.007375
3.9568	0.00729167
4.02529	0.00725
4.08851	0.00725
4.15701	0.00725
4.22023	0.00716667
4.32034	0.00716667
4.3941	0.007125
4.44679	0.007125
4.4784	0.00708333
