2011.72	0.0378835
2011.74	0.0376694
2011.77	0.03717
2011.8	0.0368133
2011.83	0.0363853
2011.87	0.0358859
2011.91	0.0353864
2011.95	0.0350297
2011.98	0.0347444
2012.01	0.034459
2012.04	0.0341736
2012.07	0.0338882
2012.1	0.0336742
2012.15	0.0333175
2012.19	0.0330321
2012.23	0.0328181
2012.27	0.032604
2012.31	0.03239
2012.34	0.0322473
2012.37	0.0321046
2012.41	0.031962
2012.44	0.0318193
2012.48	0.0316766
2012.52	0.0315339
2012.55	0.0314625
2012.59	0.0313199
2012.63	0.0311772
2012.67	0.0310345
2012.71	0.0309631
2012.74	0.0308205
2012.78	0.0306778
2012.84	0.0305351
2012.88	0.0304637
2012.91	0.0303924
2012.96	0.030321
2012.99	0.0302497
2013.04	0.0301784
2013.09	0.030107
2013.12	0.0300357
2013.16	0.029893
2013.2	0.0298216
2013.24	0.0297503
2013.28	0.0296076
2013.33	0.0295363
2013.4	0.0294649
2013.45	0.0293222
2013.49	0.0292509
2013.53	0.0291795
2013.57	0.0291082
2013.62	0.0290369
2013.66	0.0289655
2013.71	0.0288942
2013.77	0.0288228
2013.82	0.0286801
2013.88	0.0286088
2013.96	0.0285375
2014.02	0.0284661
2014.07	0.0283948
2014.11	0.0283234
2014.16	0.0283234
2014.22	0.0282521
2014.27	0.0281807
2014.32	0.0281094
2014.37	0.028038
2014.42	0.0279667
2014.48	0.0279667
2014.56	0.0278954
2014.63	0.027824
2014.71	0.0277527
2014.8	0.0277527
2014.86	0.0276813
2014.93	0.02761
2015	0.0275386
2015.07	0.0275386
2015.15	0.027396
2015.21	0.027396
2015.3	0.027396
2015.37	0.0273246
2015.46	0.0271819
2015.51	0.0271819
2015.59	0.0271106
2015.67	0.0270392
2015.75	0.0269679
2015.8	0.0268966
2015.86	0.0268966
2015.92	0.0268252
2015.98	0.0268252
2016.04	0.0268252
2016.11	0.0268252
2016.19	0.0266825
2016.24	0.0266825
2016.35	0.0266825
2016.43	0.0266112
2016.49	0.0266112
2016.58	0.0266112
2016.66	0.0265398
2016.73	0.0265398
2016.81	0.0264685
2016.87	0.0264685
2016.94	0.0263971
2016.99	0.0263971
