2012.29	0.015981
2012.32	0.0157669
2012.36	0.0155529
2012.38	0.0154102
2012.42	0.0152675
2012.45	0.0151249
2012.48	0.0149822
2012.51	0.0148395
2012.55	0.0146968
2012.57	0.0145541
2012.61	0.0144828
2012.64	0.0143401
2012.67	0.0141974
2012.71	0.014126
2012.73	0.0140547
2012.77	0.013912
2012.8	0.0138407
2012.83	0.0137693
2012.86	0.013698
2012.9	0.0136266
2012.93	0.0134839
2012.96	0.0134126
2013	0.0133413
2013.02	0.0132699
2013.06	0.0131986
2013.09	0.0131272
2013.13	0.0130559
2013.16	0.0130559
2013.21	0.0129845
2013.27	0.0129132
2013.34	0.0128419
2013.4	0.0127705
2013.47	0.0126278
2013.54	0.0125565
2013.6	0.0124851
2013.66	0.0124138
2013.73	0.0123424
2013.8	0.0122711
2013.86	0.0122711
2013.93	0.0121998
2013.99	0.0120571
2014.06	0.0120571
2014.12	0.0119857
2014.19	0.0119144
2014.26	0.0119144
2014.32	0.011843
2014.38	0.011843
2014.45	0.0117717
2014.52	0.0117717
2014.58	0.0117004
2014.65	0.0117004
2014.71	0.0117004
2014.78	0.011629
2014.84	0.0115577
2014.91	0.0115577
2014.97	0.0115577
2015.04	0.0114863
2015.11	0.0114863
2015.17	0.011415
2015.24	0.011415
2015.31	0.011415
2015.37	0.011415
2015.44	0.0113436
2015.5	0.0113436
2015.56	0.0113436
2015.63	0.0113436
2015.7	0.0112723
2015.83	0.0112723
2015.89	0.0112723
2015.96	0.011201
2016.02	0.011201
2016.09	0.011201
2016.16	0.011201
2016.22	0.011201
2016.28	0.0111296
2016.35	0.011201
2016.42	0.0111296
2016.48	0.0111296
2016.55	0.0111296
2016.62	0.0111296
2016.68	0.0111296
2016.75	0.0111296
2016.81	0.0110583
2016.88	0.0110583
2016.94	0.0110583
2017	0.0111296
