25.4425	-0.98	1268.68
25.4425	-0.94	1261.35
25.4425	-0.9	1268.07
25.4425	-0.86	1265.8
25.4425	-0.82	1267.03
25.4425	-0.78	1264.2
25.4425	-0.74	1267.32
25.4425	-0.7	1265.79
25.4425	-0.66	1261.1
25.4425	-0.62	1268.15
25.4425	-0.58	1272.76
25.4425	-0.54	1263.33
25.4425	-0.5	1268.37
25.4425	-0.46	1269.32
25.4425	-0.42	1270.79
25.4425	-0.38	1271.53
25.4425	-0.34	1271.67
25.4425	-0.3	1266.04
25.4425	-0.26	1269.73
25.4425	-0.22	1264.07
25.4425	-0.18	1264.5
25.4425	-0.14	1265.7
25.4425	-0.1	1263.08
25.4425	-0.06	1264.76
25.4425	-0.02	1272.7
25.4425	0.02	1269.14
25.4425	0.06	1271.04
25.4425	0.1	1274.84
25.4425	0.14	1262.25
25.4425	0.18	1269.08
25.4425	0.22	1270.74
25.4425	0.26	1266.81
25.4425	0.3	1267.32
25.4425	0.34	1275.91
25.4425	0.38	1268.17
25.4425	0.42	1265.42
25.4425	0.46	1268.26
25.4425	0.5	1268.57
25.4425	0.54	1268.74
25.4425	0.58	1266.61
25.4425	0.62	1261.41
25.4425	0.66	1263.31
25.4425	0.7	1274.86
25.4425	0.74	1263.25
25.4425	0.78	1262.96
25.4425	0.82	1269.18
25.4425	0.86	1265.83
25.4425	0.9	1267.05
25.4425	0.94	1263.61
25.4425	0.98	1263.19
76.3275	-0.98	1274.28
76.3275	-0.94	1267.4
76.3275	-0.9	1275.04
76.3275	-0.86	1268.16
76.3275	-0.82	1271.05
76.3275	-0.78	1270.54
76.3275	-0.74	1275.25
76.3275	-0.7	1277.47
76.3275	-0.66	1275.1
76.3275	-0.62	1280.16
76.3275	-0.58	1271.99
76.3275	-0.54	1278.9
76.3275	-0.5	1272.65
76.3275	-0.46	1277.05
76.3275	-0.42	1280.36
76.3275	-0.38	1274.25
76.3275	-0.34	1276.23
76.3275	-0.3	1275.29
76.3275	-0.26	1279.34
76.3275	-0.22	1277.15
76.3275	-0.18	1282.82
76.3275	-0.14	1276.74
76.3275	-0.1	1273.97
76.3275	-0.06	1272.79
76.3275	-0.02	1279.25
76.3275	0.02	1277.22
76.3275	0.06	1280.84
76.3275	0.1	1274.42
76.3275	0.14	1277.43
76.3275	0.18	1271.26
76.3275	0.22	1277.6
